OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
1364,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",Rolling Prairie,IN,465,3.98233333,41.674502,-86.622183
1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,249,3.62233333,40.80816,-81.36776
1376,FUEL MART #782,"I-75, EXIT 118",Lima                                    ,OH,411,3.08566666,40.74093,-84.11208
1379,TA LODI TRAVEL CENTER,"I-71, EXIT 209 & I-76/US-224, EXIT 1",Seville,OH,305,3.739,41.016563,-81.868423
1384,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",Montpelier,OH,550,3.41566666,41.581935,-84.602896
1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,500,3.21566666,36.530199,-97.444166
1395,DOMINO FOOD AND FUEL #1,"I-40, EXIT 66",Clinton                                 ,OK,483,3.099,35.4791,-97.389164
1404,ONE9 #339,"I-74, EXIT 4 & SR-63",Covington,IN,375,3.26233333,41.318003,-73.222707
1414,SAC SHOP #507,"I-70, EXIT 12/161",Breezewood                              ,PA,14,4.099,39.99925,-78.23862
1424,GETTYSBURG TRAVEL PLAZA,US-15 & SR-394,Gettysburg,PA,70,3.899,39.192685,-83.147726
1428,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",Lafayette,IN,375,3.43233333,40.452958,-86.925192
1432,KWIK FILL #259,"I-81, EXIT 57",Mechanicsburg                           ,PA,70,4.049,40.213158,-77.007868
1444,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",Lugoff,SC,135,3.43233333,34.220977,-80.668447
1445,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",Cheyenne,WY,795,3.709,41.136558,-104.706359
1447,HOT SPOT #3005,US-221,Chesnee,SC,210,3.199,35.151495,-81.859794
1453,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,Rockmart,GA,193,3.319,34.020355,-85.047732
1455,PETRO FLORENCE,"I-95, EXIT 169",Florence,SC,46,3.32566666,34.182369,-79.786461
1461,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",Inman,SC,210,3.099,35.061532,-81.998497
1464,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",Lexington,SC,135,3.199,33.973908,-81.220484
1470,CIRCLE K #2705348,US-1,Beech Island,SC,135,3.159,33.42736,-81.89095
1479,TA SPARTANBURG TRAVEL CENTER,"I-85, EXIT 63 & SR-290",Duncan,SC,210,3.43233333,34.56317,-82.26762
1487,ROADRUNNER MARKET #6019,"I-81, EXIT 36 NORTH",Greeneville                             ,TN,405,3.499,36.165174,-82.812518
1492,MAPCO #3538,"I-24, EXIT 174",Chattanooga,TN,285,2.899,36.337705,-84.009637
1507,CIRCLE K #4703941,"I-55, EXIT 5A",Memphis,TN,435,3.189,35.048881,-89.796019
1516,LOVES TRAVEL STOP #261,I-27 EXIT 116,Amarillo,TX,585,3.23233333,35.221849,-101.840963
1531,CircleK #4702365,"I-74, EXIT 112 & SR-9",Shelbyville,IN,375,3.509,33.719616,-118.008584
1533,YESWAY #1157,US-62,Brownfield,TX,700,2.99233333,,
1546,SHELL,"I-35, EXIT 86 & SR-85",Dilley,TX,740,3.099,42.481406,-96.399749
1548,TOOT N TOTUM #107,US-287,Dumas,TX,585,3.03233333,35.865392,-101.962718
1552,STRIPES #40911,US-59 & SR-16,Freer,TX,625,3.099,42.612403,-72.068792
1555,SEIBERT TRAVEL PLAZA,"I-70, EXIT 405 & SR-59",Seibert,CO,800,3.499,39.292056,-102.875448
1560,CATTREZ,US-20 & SR-5,Irving,NY,38,2.899,25.795362,-80.204681
1560,CATTREZ,US-20 & SR-5,Irving,NY,38,2.999,25.795362,-80.204681
1562,I MART #108,"I-40, EXIT 108",Wildersville                            ,TN,435,3.099,30.713688,-98.846507
1567,KUM & GO #4110,"I-235, EXIT 11",Des Moines,IA,320,3.02733333,41.574349,-93.61043
1579,FLYING J TRAVEL PLAZA #924- TOWN PUMP,"I-15, EXIT 122 & I-90 MM220",Butte                                   ,MT,816,3.56566666,46.003896,-112.533839
1582,LOVES TRAVEL STOP #250,I-40 EXIT 60,Amarillo,TX,585,3.314,35.221849,-101.840963
1585,Stripes 7Fleet #42498,US-385 & CR-1910,Andrews,TX,710,3.369,32.320787,-102.552969
1590,ROAD RANGER #240,"I-80 & I-94, EXIT 15-A",Lake Station,IN,365,3.559,42.126834,-74.705262
1596,FLYING J #305,"I-40, EXIT 39",Jamestown,NM,580,3.44233333,32.73093,-117.206553
1597,7-ELEVEN #36156,"I-70 & SR-519, EXIT 25/333",Eighty Four,PA,165,4.999,40.1755,-80.12977
1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.439,43.408777,-74.871618
1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.459,43.408777,-74.871618
1602,CIRCLE K #2723387,US-98,Beaumont,MS,620,3.56566666,31.165217,-88.933445
1606,DONNAS TRAVEL PLAZA,"I-5, EXIT 202",Marysville,WA,962,4.559,48.062073,-122.160311
1610,TA BALTIMORE TRAVEL CENTER,"I-95, EXIT 57",Baltimore                               ,MD,22,4.759,39.319732,-76.649533
1618,GO MART FOOD STORE #33,US-33,Ripley                                  ,WV,44,3.499,38.820415,-81.726704
1621,CIRCLE K #2709337,"I-65, EXIT 262B",Birmingham                              ,AL,615,3.489,33.434338,-86.843585
1622,RACEWAY #6973,US-380 & SR-114/SR-101,Bridgeport,TX,630,2.78233333,47.702373,-122.357268
1623,SAPP BROS TRAVEL CENTER,"I-70 & I-270, EXIT 278",Commerce City,CO,800,3.389,39.883672,-104.866554
1625,PILOT TRAVEL CENTERS #60,"I-26, EXIT 159",Bowman                                  ,SC,42,3.43233333,33.349348,-80.683349
1632,PILOT TRAVEL CENTERS #266,"I-10, EXIT 139 & SR-292",Las Cruces                              ,NM,640,3.19066666,32.296661,-106.810341
1633,7-ELEVEN #36302,"I-35, EXIT 144",Von Ormy,TX,740,3.109,29.309586,-98.615219
1634,PILOT TRAVEL CENTERS #40,"I-94, EXIT 322",Oak Creek,WI,444,3.889,42.871795,-87.944446
1644,ALLSUPS CONVENIENCE STORE #2414,"I-20, EXIT 235",Roscoe,TX,575,2.929,32.440683,-100.544007
1646,SPEEDWAY #8310,US-6  & US-31,Plymouth,IN,465,3.609,41.350048,-86.321181
1647,SPEEDWAY #8305,US-41 & SR-312,Hammond,IN,290,3.76566666,35.011806,-77.571517
1653,ROAD RANGER #187,"I-55, EXIT 289",Chicago,IL,520,3.569,32.73093,-117.206553
1653,ROAD RANGER #187,"I-55, EXIT 289",Chicago,IL,520,3.599,32.73093,-117.206553
1654,CEFCO #3,US-77/US190/SR-36,Cameron,TX,670,2.989,25.970251,-97.476908
1661,CHEVRON,"I-20, EXIT 101 & SR-151",Calhoun,LA,590,3.159,32.514968,-92.353924
1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.149,42.946202,-74.370213
1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.189,42.946202,-74.370213
1670,Petro Stopping Center #54,"I-44, EXIT 4 & SR-3",Joplin,MO,277,3.449,37.077971,-94.511359
1671,LOVES TRAVEL STOP #412,"I-95, EXIT 77",Dunn,NC,205,3.699,35.310395,-78.613831
1672,HANA TRAVEL PLAZA,"I-40,  EXIT 77",Amarillo,TX,585,2.899,35.221849,-101.840963
1699,ALLENS FOOD MART280,US-280/US-231/SR-53/SR-38 & CR-8/CR-34,Sylacauga,AL,615,3.799,37.91042,-122.041884
1700,TOPPS FUEL STOPS,US-259/SR-49,Daingerfield,TX,723,3.109,33.03415,-94.726691
1720,TOOT N TOTUM #120,US-54 & S WESTERN AVE,Liberal,KS,585,3.01566666,37.041228,-100.924749
1749,HIGHWAY 96 FUEL STOP,US-96 & SR-62/FM-1004,Buna                                    ,TX,610,3.149,,
1753,PWI #169,"I-35/US-77, EXIT 359 & CR-1304",Abbott,TX,765,2.899,35.918326,-96.195877
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.199,43.39594,-85.468306
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.599,43.39594,-85.468306
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.099,43.39594,-85.468306
1791,PILOT TRAVEL CENTERS #257,"I-20, EXIT 126 & FM-1788",Midland                                 ,TX,710,3.56566666,32.020111,-102.117875
1807,LOVES TRAVEL STOP #229,I-40 EXIT 96 & SR-207,Panhandle,TX,585,3.314,33.22124,-94.34603
1810,KENT KWIK #804,US-83,Perryton,TX,585,2.999,,
1829,PILOT TRAVEL CENTERS #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.719,27.242799,-80.830148
1829,PILOT TRAVEL CENTER #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.699,27.242799,-80.830148
1832,CORNER FUEL CENTER,US-49,Hattiesburg,MS,620,3.299,31.307424,-89.316604
1834,PUMP N PANTRY #15,"I-20, EXIT 617 & US-59",Marshall,TX,766,2.899,32.488931,-94.358712
1849,Stripes #42457,US-67/US-277,San Angelo,TX,740,3.244,,
1855,EXIT 76 AUTO TRUCK PLAZA,US-131,Byron Center,MI,344,3.499,42.812224,-85.72793
1858,FLYING J TRAVEL PLAZA #737,"I-10, EXIT 583",San Antonio                             ,TX,740,3.224,29.374994,-98.588562
1859,GO MART FOOD STORE #44,"I-79, EXIT 67 & US-19/SR-4",Sutton,WV,44,3.559,38.665398,-80.710359
1860,MR FUEL #278,"I-75/71, EXIT 175 & SR-338",Walton,KY,300,3.019,38.86354,-84.614704
1861,PETRO STOPPING CENTER #315,"I-40, EXIT 66",Kingman,AZ,910,3.899,35.208957,-114.023342
1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.799,42.111161,-86.45104
1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.499,42.111161,-86.45104
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.749,41.83468,-86.24717
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.849,41.83468,-86.24717
1874,CIRCLE K #2744529,US-175,Seagoville,TX,630,2.95066666,32.644724,-96.520915
1879,HOLIDAY STATIONSTORE #3552,"I-35, EXIT 81 & SR-70",Lakeville,MN,448,3.549,44.67409,-93.252014
1888,STRIPES 7FLEET #42449,US-87,Sterling City,TX,710,3.28066666,31.836723,-100.996326
1889,TOOT N TOTUM #105,US-54 & US-287,Stratford,TX,585,2.96566666,29.6314,-95.6782
1893,MIKE MCDONALD TRUCK STOP,"I-20, EXIT 509",Terrell                                 ,TX,637,2.87066666,32.735605,-96.28837
1894,CIRCLE K #2741544,"I-37 & SR-72, EXIT 69",Three Rivers,TX,747,3.06566666,28.459854,-98.182073
1897,YESWAY #1077,"I-20/US-84, EXIT 278",Tye,TX,575,2.87566666,32.73093,-117.206553
1905,LUCKY TRUCK STOP,US-82,Whitesboro                              ,TX,630,2.88566666,33.661845,-96.903736
1909,RALLYSTOP #1,"I-15, EXIT 62",Cedar City,UT,791,3.459,37.67748,-113.06189
1914,LOVES TRAVEL STOP #792,"I-70, EXIT 160",Green River,UT,835,3.709,38.991788,-110.11284
1921,BELL TRUCK STOP,"I-80, EXIT 146",Park City,UT,835,3.45233333,40.64482,-111.496653
1923,SCENIC QUIK STOP,"I-70, EXIT 54 & US-89",Salina,UT,835,3.459,38.9365,-111.86659
1930,CASEYS #3058,"I-35, EXIT 19 & US-160 E",Wellington,KS,570,3.299,35.740528,-81.528043
1931,RBS ONE STOP,"I-15, EXIT 320",Woods Cross                             ,UT,835,3.459,40.873884,-111.917771
1934,CIRCLE K #2723710,"I-77, EXIT 24",Austinville,VA,185,3.24066666,36.85123,-80.91202
1936,QUICK STOP MARKET #36,"I-81, EXIT 10 & US-11",Bristol,VA,185,3.399,36.59649,-82.18847
1940,7-ELEVEN #40063,"I-81, EXIT 98 & SR-100",Dublin,VA,65,3.199,37.106483,-80.684955
1944,LOVES TRAVEL STOPS #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,65,3.589,35.461433,-97.517071
1944,LOVES TRAVEL STOP #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,65,3.589,36.58541,-80.76118
1950,7-ELEVEN #34515,"I-81, EXIT 205",King George,VA,180,3.399,38.263472,-77.144319
1951,CIRCLE K #2723713,"I-81, EXIT 205",Staunton,VA,185,3.38566666,38.137712,-79.069676
1953,FAS MART #3555,"I-64, EXIT 136 & US-15",Gordonsville,VA,180,3.699,38.13543,-78.18683
1954,Joe's Kwik Mart #8409,US-58 & CR-645,Suffolk,VA,130,3.03233333,36.69316,-76.608015
1956,PILOT TRAVEL CENTER #4642,"I-81, EXIT 291",Toms Brook,VA,60,3.659,38.946926,-78.439519
1958,SPEEDWAY #4618,"I-81 & I-77, EXIT 77",Wytheville,VA,185,3.41233333,36.936021,-80.993961
1960,MAPLEWOOD IRVING,"I-89, EXIT 7",Montpelier                              ,VT,170,3.699,44.263716,-72.57541
1962,SUPER QUIK,"I-64, EXIT 172 & SR-1/SR-7",Grayson,KY,255,3.799,45.18918,-87.121515
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.989,32.73093,-117.206553
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.959,32.73093,-117.206553
1977,GEE CEES TRUCK STOP,"I-5, EXIT 57",Toledo,WA,977,3.839,46.438612,-122.84894
1983,KWIK TRIP #427,"US-53, EXIT 110 & SR-40",Bloomer,WI,295,3.41566666,45.163204,-91.460452
1985,Camp Douglas BP,"I-90 & I-94, EXIT 55",Camp Douglas                            ,WI,420,3.154,43.918366,-90.26705
2000,RIVER CITY TRAVEL PLAZA,US-41,Marinette,WI,360,3.399,45.088331,-87.633148
2002,KWIK TRIP #222,US-53/US-2,Superior,WI,334,3.339,46.70563,-92.103003
2009,KWIK TRIP #139,"I-43, EXIT 120 & CR-V/CR-OK",Sheboygan,WI,444,3.29066666,43.790474,-87.762072
2020,BFS FOODS #72,"I-68, EXIT 23 & SR-26",Bruceton Mills,WV,165,3.499,39.298879,-78.437016
2021,GO MART FOOD STORE #59,"I-64, EXIT 15 & US-60",Huntington,WV,255,3.499,38.413815,-82.428601
2022,GO MART FOOD STORE #86,"I-79, EXIT 40 & SR-16",Ivydale                                 ,WV,44,3.599,38.53565,-81.03483
2029,HOMAX SERVICE,"I-25, EXIT 188",Mills                                   ,WY,790,3.169,42.845141,-106.386072
2030,GHOST TOWN FUEL STOP,US-26/US-20,Casper,WY,790,3.429,42.844293,-106.311687
2034,TA CHEYENNE TRAVEL CENTER,"I-80, EXIT 377 & SR-217/CR-140",Cheyenne,WY,795,3.699,41.138437,-104.812406
2040,Fast Stop Travel Centers #1133,"I-25, EXIT 126 & US-18/20",Douglas,WY,790,3.499,42.755834,-105.379458
2041,PINE BLUFFS SINCLAIR,"I-80, EXIT 401 & US-30",Pine Bluffs,WY,795,3.699,41.182252,-104.069999
2044,One9 #1251,"I-80, EXIT 173",Wamsutter,WY,795,3.499,32.73093,-117.206553
2074,STRIPES #40522,"I-10, EXIT 550",San Antonio,TX,740,3.059,38.001215,-121.330621
2076,ALLSUPS CONVENIENCE STORE #2159,US-283 BUS/US-277 BUS & SR-422,Seymour,TX,770,3.299,33.59568,-99.25808
2078,ALLSUPS CONVENIENCE STORE #2366,US-84 & CR-3300,Slaton                                  ,TX,700,2.969,33.436565,-101.650293
2084,Main Street Market #112,"I-20, EXIT 73",Wickett,TX,710,2.879,31.568452,-103.00384
2087,LWS TRUCK STOP,SR-30,Logan,UT,835,3.42566666,41.737965,-111.846011
2088,FLYING J TRAVEL PLAZA #773,"I-70, EXIT 40",Richfield                               ,UT,835,3.699,38.772523,-112.088746
2089,FLYING J TRAVEL PLAZA #774,"I-84, EXIT 7",Snowville                               ,UT,835,3.749,41.972778,-112.716387
2115,KWIK TRIP #838,SR-23/SR-33,Reedsburg,WI,420,3.194,43.532727,-89.981191
2125,BIG D #44,"I-80, EXIT 311 & SR-130",Laramie,WY,795,3.249,44.542392,-108.129017
2144,Mountain View Truck Stop,US-15,Thurmont,MD,60,4.099,39.623572,-77.410966
2152,SPEEDWAY #4709,"I-90, EXIT 102",Fairmont,MN,425,3.299,45.552692,-94.184752
2167,PILOT TRAVEL CENTERS #134,"I-94, EXIT 171 (CR 75)",Saint Cloud,MN,451,3.28733333,45.5608,-94.16249
2182,PILOT TRAVEL CENTER #4649,"I-64 & I-81, EXIT 205",Raphine,VA,185,3.659,37.93735,-79.23281
2192,GO MART FOOD STORE #51,US-19/SR-129,Mount Nebo                              ,WV,44,3.599,39.6023,-79.70783
2194,A AND A TRUCKSTOP,US-35 & CR-41,Jackson,OH,315,3.799,31.826584,-81.249883
2196,Certified Oil #400410,I-76 EXIT 43,Ravenna,OH,249,3.31566666,41.156697,-81.24258
2204,NATURAL BRIDGE SHELL,US-278 & SR-5,Lynn,AL,615,3.68233333,33.169399,-101.80756
2209,Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",North Little Rock,AR,695,3.03233333,34.799177,-92.242559
2219,PILOT TRAVEL CENTER #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333,34.10326,-83.831106
2219,PILOT TRAVEL CENTERS #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333,34.10326,-83.831106
2223,PO JOS GAS N GO,"I-16 SR-404, EXIT 116 & US-301/SR-73",Register,GA,195,3.23233333,32.365927,-81.884804
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.299,41.781757,-88.206487
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.359,41.781757,-88.206487
2231,QUIKTRIP #605,"I-270, EXIT 33",Saint Louis,MO,540,2.899,38.628442,-90.246548
2255,S&G #36,"I-280, EXIT 2 & SR-795",Millbury,OH,550,3.49233333,41.059342,-83.665201
2267,Circle K #4703917,"I-65, EXIT 112 & SR-25",Cross Plains,TN,460,2.949,36.533831,-86.649415
2283,CIRCLE K #2707321,SR-60,Bartow,FL,225,3.52233333,27.915574,-81.71921
2287,SAC SHOP #511,"I-76/I-70, EXIT 146 & I-99/US-220 EXIT 1",Bedford,PA,14,4.099,40.04559,-78.49976
2306,SCOTCHMAN #3894,"I-77, EXIT 73 & SR-901",Rock Hill,SC,210,3.079,33.803618,-79.018186
2310,MAPCO #3686,"I-24, EXIT 175",Chattanooga,TN,285,2.889,36.337705,-84.009637
2311,SHELL,"I-24 & EPPS MILL RD, EXIT 89",Christiana                              ,TN,460,3.13233333,35.719501,-86.325307
2331,PINNERS POINT,SR-135,Portsmouth,VA,130,3.499,36.83543,-76.29827
2336,FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",Wytheville,VA,185,3.549,36.953783,-81.09951
2340,RSTORE #4478,SR-8 & SR-13,Prentice,WI,395,3.039,45.531795,-90.218033
2557,PWI #106,"I-30, EXIT 77B",Royse City,TX,630,2.899,39.666036,-104.867305
2602,PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",Franklin,OH,407,3.35233333,40.94172,-81.54151
2623,TA JANESVILLE TRAVEL CENTER,"I-90/I-39, EXIT 171B & US-14",Janesville,WI,420,3.299,42.678636,-89.025807
2626,WEST END SINCLAIR,"I-80, EXIT 211",Rawlins,WY,838,3.319,41.786119,-107.232205
2629,PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",Penns Grove,NJ,243,3.989,39.726864,-75.468349
2635,FLYING J #584,"I-5, EXIT 278",Aurora,OR,935,3.859,32.73093,-117.206553
2638,PIT STOP TRAVEL CENTER,US-789,Riverton                                ,WY,790,4.399,43.027342,-108.386516
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.399,34.985637,-78.044823
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.299,34.985637,-78.044823
2644,FREDERICKS TRAVEL CENTER,"I-25/US-87, EXIT 235 & SR-52",Erie,CO,800,3.499,40.01582,-105.024515
2756,PAR MAR FOOD STORE #89,"I-77/SR-2, EXIT 170 & SR-14 E",Mineral Wells,WV,430,3.499,39.19035,-81.53207
2761,PONY EXPRESS SERVICE CENTER,US-36 & SR-148,Hanover,KS,316,2.95566666,39.841363,-96.860199
2764,LOVES TRAVEL STOP #046,US-64/54 & SR-94,Hooker,OK,585,3.56233333,36.861843,-101.216048
2765,LOVES TRAVEL STOP #023,US-50 & US-287,Lamar,CO,525,3.46233333,38.074768,-102.618518
2772,PILOT TRAVEL CENTERS #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,465,3.899,41.73066,-84.91564
2772,PILOT TRAVEL CENTER #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,465,3.899,41.73066,-84.91564
2779,Stinker #121,I-84 & EXIT 208,Heyburn,ID,787,3.56066666,32.73093,-117.206553
2788,JIFFY MART #451,"I-91, EXIT 17 & SR-302",Wells River,VT,39,3.569,44.154421,-72.061335
2805,Fast Stop Travel Centers #1145,"I-15,  EXIT 31",Downey,ID,825,3.799,42.428844,-112.1235
2807,SUDDEN SERVICE #25,"I-24, EXIT 11",Clarksville,TN,460,3.30733333,36.586683,-87.413615
2811,KWIK FILL #22,"I-90, EXIT 40 & SR-34/SR-31",Weedsport,NY,220,3.899,43.051269,-76.562519
2817,Chevron #382354,"I-5/US-12, EXIT 72",Chehalis,WA,977,4.299,46.66986,-122.973954
2848,TA TONOPAH TRAVEL CENTER,"I-10, EXIT 103",Tonopah,AZ,930,3.939,33.487475,-112.931053
2851,SPEEDWAY #2958,"I-8, EXIT 12",Yuma,AZ,900,3.479,32.553325,-114.510731
2862,TA TALLULAH TRAVEL CENTER,"I-20, EXIT 171 & US-65",Tallulah,LA,760,3.209,32.406,-91.189452
2864,KUM & GO #0493,I-49 BUS/SR-59,Neosho,MO,535,3.059,36.841068,-94.409465
2875,CIRCLE K #2744138,"I-25, EXIT 101 & US-50/SR-47",Pueblo,CO,803,3.399,38.308254,-104.616815
2883,PILOT TRAVEL CENTER #293,"I-75, EXIT 341 & CR-484",Ocala                                   ,FL,140,3.41233333,29.19339,-82.136635
2883,PILOT TRAVEL CENTERS #293,"I-75, EXIT 341 & CR-484",Ocala                                   ,FL,140,3.359,29.19339,-82.136635
2885,SP Truckstop & Travel Center,US-84/SR-38,Bainbridge,GA,20,3.599,36.449855,-104.59291
2889,MOULTON COWBOYS,SR-157,Moulton                                 ,AL,615,3.099,34.59731,-87.01445
2891,PETRO STOPPING CENTER #338,"I-80, EXIT 21",Sparks,NV,966,3.949,39.591446,-119.705402
2895,EAGLE TRUCK STOP,I-77 EXIT 81,New Philadelphia,OH,249,3.31566666,40.495684,-81.450724
2896,NORTH LEWISTON DYNAMART,US-12 & SR 128,Lewiston,ID,970,3.669,47.488945,-122.325829
2897,GAS N GO #15,"I-80, EXIT 41",Lyman,WY,827,3.46566666,41.327394,-110.297477
2910,FLYING J TRAVEL PLAZA #685,"I-29 & I- 94, EXIT 349",Fargo                                   ,ND,341,3.569,46.867513,-96.82287
2913,ONE9#226,"I-40, EXIT 417 & SR-92",Dandridge,TN,405,3.259,33.691873,-84.66438
2915,TP TRUCK STOP,"I-15, EXIT 80",Fort Hall                               ,ID,825,3.519,43.019047,-112.451642
2917,GOLDYS TRUCK PLAZA,US-29,Rustburg,VA,185,3.519,37.264635,-79.098589
2922,LOVES TRAVEL STOP #210,"I-40, EXIT 158",Albuquerque,NM,580,3.52066666,35.128683,-106.579128
2923,LOVES TRAVEL STOP #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.611,37.92875,-77.45582
2923,LOVES TRAVEL STOPS #435,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.589,35.461433,-97.517071
2924,HWY 190 FUEL STOP,US-190,Jasper                                  ,TX,610,3.13233333,30.904689,-94.029516
2926,EXIT 77 TRAVEL PLAZA,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.499,40.27521,-76.88425
2929,TA EXPRESS STEELE,"I-94, EXIT 200 & SR- 3",Steele,ND,390,3.599,47.774083,-122.360625
2935,CIRCLE K #2726163,"I-295, EXIT 22",Jacksonville,FL,75,3.299,30.369914,-81.660992
2937,FLYING J TRAVEL PLAZA #664,"I-75, EXIT 171",Walton,KY,300,3.08566666,38.86354,-84.614704
2956,PILOT TRAVEL CENTERS #275,"I-85, EXIT 39 I-77, EXIT 13",Charlotte,NC,46,3.55233333,35.270406,-80.83784
2963,SUPERPUMPER #26,"I-94, EXIT 258 & US-281",Jamestown,ND,390,3.629,46.906458,-98.705817
2967,PETRO STOPPING CENTER #317,"I-57, EXIT 71",Perrysburg,OH,550,3.78566666,41.539388,-83.644796
2968,E-Z MART #4460,"I-20,  EXIT 124",Monroe,LA,719,3.129,32.5277,-92.088843
2977,DISCOUNT FUEL,"I-90, EXIT 150 & SR-73",Kadoka,SD,506,3.229,43.83583,-101.52237
2982,CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",Knoxville,AL,705,3.089,33.59177,-85.89719
3003,CHEVRON,"I-20, EXIT 186",Delta                                   ,LA,760,2.994,32.324875,-90.922654
3008,BUSY BEE,"I-10, EXIT 283 & US-129",Live Oak,FL,10,3.779,30.293743,-82.984647
3022,TA GREENCASTLE TRAVEL CENTER,"I-81, EXIT 5",Greencastle,PA,70,3.959,39.790238,-77.726423
3030,Mr Ts Riverside,US-412,Cardwell                                ,MO,435,3.199,36.047942,-90.290776
3064,PORTS TO PLAINS TRAVEL PLAZA,US-50 & US-287,Lamar,CO,800,3.399,38.074768,-102.618518
3086,SPEEDWAY #4638,US-29,Madison Heights,VA,185,3.49566666,37.452256,-79.10939
3093,RSTORE #4488,US-51,Merrill,WI,395,3.24066666,45.252864,-89.682451
3096,HOBO PANTRY #6,US-431/SR-210,Dothan,AL,20,3.959,31.228421,-85.405308
3118,MOBIL,"I-87, EXIT 42 & US-11",Champlain,NY,39,3.799,44.980581,-73.460462
3128,TA ATLANTA SOUTH TRAVEL CENTER,"I-75, EXIT 201 & SR-36",Jackson,GA,18,3.334,33.297009,-83.970671
3138,TA EXPRESS #6264,"I-70, EXIT 26 & US-50",Grand Junction,CO,800,4.049,39.091798,-108.554491
3139,CHEROKEE TRAVEL MART,"I-40,  EXIT 108",Calumet                                 ,OK,483,3.10566666,35.602108,-98.125723
3148,YESWAY #1038,US-60 & SR-86,Neosho,MO,307,3.059,31.953064,-81.319642
3155,QUIK MART #18,US-72/SR-157,Tuscumbia                               ,AL,615,3.00733333,34.724587,-87.700771
3163,QUIKTRIP #71,"I-44, EXIT 238",Tulsa,OK,560,3.039,36.129256,-96.006071
3164,QUIKTRIP #102,"I-44, EXIT 222A",Tulsa,OK,560,3.039,36.129256,-96.006071
3165,LOVES TRAVEL STOP #213,"I-35, EXIT 211",Tonkawa,OK,500,3.584,36.678979,-97.308234
3167,JASPER FOOD MART,US-78,Jasper,AL,615,3.229,33.837731,-87.264946
3171,One9 #265,"I-40, EXIT 287 & SR-136",Cookeville,TN,405,3.084,39.589408,-76.065361
3176,BP,US-6 & SR-15,New Paris                               ,IN,365,3.65733333,41.449084,-85.844952
3178,ERNIES FUEL STOP #1605,SR-167,Kent,WA,977,4.599,47.437349,-122.218507
